,seq_name,rate_bpp,rate_latent_bpp,rate_nn_bpp,psnr_db,mse,option_selected,anchor
0,kodim01,0.38663260142008465,0.36910025278727215,0.0175323486328125,26.90178835416518,0.002040897263213992,all_upsampling,hypernet
1,kodim02,0.12014496326446533,0.10293813546498616,0.017206827799479168,30.293694093335933,0.000934610259719193,all_upsampling,hypernet
2,kodim03,0.13884488741556805,0.11992398897806804,0.0189208984375,31.488792992070756,0.0007097749039530754,all_upsampling,hypernet
3,kodim04,0.16249887148539224,0.14496652285257974,0.0175323486328125,30.390615406807335,0.0009139836183749139,all_upsampling,hypernet
4,kodim05,0.525128960609436,0.5078407526016235,0.0172882080078125,27.458752678571088,0.0017952490597963333,all_upsampling,hypernet
5,kodim06,0.3091728687286377,0.293842871983846,0.015329996744791666,28.054701444359928,0.001565055805258453,all_upsampling,hypernet
6,kodim07,0.2180411418279012,0.2022635539372762,0.015777587890625,30.98198911022977,0.0007976291817612946,all_upsampling,hypernet
7,kodim08,0.5727190176645914,0.5535692373911539,0.0191497802734375,27.043912766222178,0.001975189195945859,all_upsampling,hypernet
8,kodim09,0.16839004556337991,0.15122390786806741,0.0171661376953125,31.389734595218886,0.0007261502323672175,all_upsampling,hypernet
9,kodim10,0.16935794552167258,0.15043704708417258,0.0189208984375,31.194679590376168,0.0007595073548145592,all_upsampling,hypernet
10,kodim11,0.23693019151687622,0.22151881456375122,0.015411376953125,28.906825330388198,0.0012862264411523938,all_upsampling,hypernet
11,kodim12,0.12364157040913899,0.10624655087788899,0.01739501953125,31.012538701840633,0.0007920381030999124,all_upsampling,hypernet
12,kodim13,0.6029472351074219,0.5856742858886719,0.01727294921875,26.028440651361265,0.0024954904802143574,all_upsampling,hypernet
13,kodim14,0.32800473769505817,0.30896176894505817,0.01904296875,28.115316981441975,0.0015433636726811528,all_upsampling,hypernet
14,kodim15,0.17045366764068604,0.15057655175526938,0.019877115885416668,30.416817029458542,0.0009084860212169588,all_upsampling,hypernet
15,kodim16,0.1524693171183268,0.1353031794230143,0.0171661376953125,29.603513673048173,0.0010955913458019495,all_upsampling,hypernet
16,kodim17,0.18764227628707886,0.17035406827926636,0.0172882080078125,30.881216672316782,0.0008163535385392606,all_upsampling,hypernet
17,kodim18,0.3622426986694336,0.3464651107788086,0.015777587890625,28.16977927114452,0.0015241301152855158,all_upsampling,hypernet
18,kodim19,0.23603618144989014,0.21864116191864014,0.01739501953125,29.273448341217573,0.0011821024818345904,all_upsampling,hypernet
19,kodim20,0.16208580136299133,0.14469078183174133,0.01739501953125,31.181879895247416,0.0007617491064593196,all_upsampling,hypernet
20,kodim21,0.2903956174850464,0.2728785276412964,0.01751708984375,29.047890142138503,0.0012451192596927285,all_upsampling,hypernet
21,kodim22,0.20233388741811117,0.18480153878529867,0.0175323486328125,28.865264002612868,0.0012985945213586092,all_upsampling,hypernet
22,kodim23,0.13816945751508078,0.12004710237185161,0.018122355143229168,32.44840014290957,0.0005690624238923192,all_upsampling,hypernet
23,kodim24,0.38244585196177167,0.36503557364145917,0.0174102783203125,28.323644347883246,0.0014710774412378669,all_upsampling,hypernet
